ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
2065-06-13,41,64906,593,Self-Employed,Master,18,18548,60,Divorced,1,Rent,221,0.2671655764608866,7,2,0.3240139059853752,0,Auto,0,24,11,1626,2811,164287,22809,5408.833333333333,0.7644856143842507,3,141478,0.22704800000000003,0.2274579764823312,520.1714991806681,0.13702982759942098,1,42.400000000000006
2065-06-14,32,47322,555,Employed,Associate,10,19057,36,Single,1,Mortgage,141,0.16553270484217497,3,1,0.2426499884877464,0,Debt Consolidation,0,27,26,2761,653,58975,72022,3943.5,0.9591348928200841,6,4684,0.22655699999999998,0.22016787665611928,727.9609822912353,0.22035272785374294,0,52.0
2065-06-15,41,30716,551,Employed,High School,19,17905,60,Married,1,Own,418,0.22604849030851337,6,1,0.46522651003404364,1,Home,0,19,2,5028,514,98071,6885,2559.6666666666665,0.7199936545724053,9,91186,0.24740499999999999,0.20863480812946467,483.0163976931443,0.3520053643807049,0,71.0
2065-06-16,42,100682,579,Employed,High School,21,41719,60,Married,3,Other,750,0.6746854155051067,2,0,0.13281956308950665,0,Other,0,22,18,3680,2318,41598,94827,8390.166666666666,0.9505788186077085,7,1216,0.25721900000000003,0.21911181625257342,1150.1276027271288,0.22647078159676554,0,51.0
2065-06-17,25,22695,534,Employed,High School,1,41192,60,Single,0,Rent,375,0.40590902449368504,1,2,0.03899815615384804,0,Home,0,20,2,5702,929,41990,110278,1891.25,0.5851104623768443,6,1018,0.279192,0.3173399120852323,1376.905125608587,0.9263212825425443,0,57.0
2065-06-18,40,101422,665,Employed,Doctorate,19,21499,24,Married,2,Own,435,0.31502471234638657,2,0,0.30579761210917394,0,Debt Consolidation,0,26,19,1552,1861,46326,12256,8451.833333333334,0.627399476485081,6,34070,0.16399899999999998,0.14417887857925993,1036.4782980829984,0.1741016700222435,1,37.6
2065-06-19,55,86990,515,Employed,Associate,32,16470,48,Married,4,Mortgage,712,0.7166990462498228,4,0,0.4043993482980448,0,Debt Consolidation,0,14,25,9888,5183,165399,29112,7249.166666666667,0.8703933537554535,8,136287,0.25397,0.24436290763495552,540.9324617676094,0.17283813704116924,1,42.400000000000006
2065-06-20,18,16991,543,Employed,Associate,0,13641,24,Single,3,Mortgage,406,0.1308858475116367,5,2,0.3887451259065934,0,Auto,0,21,16,1687,2030,44562,15878,1415.9166666666667,0.7370747594618579,4,28684,0.217141,0.19696826940287498,692.2510061388433,0.7756466407901901,0,55.0
2065-06-21,49,51333,620,Employed,High School,24,26185,84,Single,0,Own,321,0.1985860126419094,2,1,0.1583226633632675,0,Home,1,22,14,5055,3011,30245,35044,4277.75,0.8705616363035886,9,7126,0.24118500000000004,0.23097648818440822,631.274654611232,0.2226111050461649,0,52.0
2065-06-22,56,99934,623,Employed,High School,32,55520,120,Married,2,Mortgage,459,0.1478401221790779,2,1,0.5735433810484213,0,Other,0,17,21,1478,1382,20592,10635,8327.833333333334,0.5584797980419053,3,9957,0.29902000000000006,0.26178076144313484,1309.4397136078276,0.21235291855918836,0,53.0
2065-06-23,33,50273,547,Employed,Bachelor,9,19709,36,Married,0,Rent,334,0.5037229641285852,4,2,0.11683685637854246,0,Education,0,27,3,4652,1208,22664,17959,4189.416666666667,0.8409128186223609,6,4705,0.231209,0.23603613391577177,769.1443094239911,0.26331692385749594,0,54.0
2065-06-24,60,118471,652,Employed,Bachelor,39,63438,60,Divorced,0,Own,370,0.24865392609805131,2,0,0.19304132158137466,0,Education,0,22,24,2156,1073,37349,24955,9872.583333333334,0.8732941765055094,8,12394,0.242438,0.23134656559326963,1793.2584253160778,0.21911776809339778,0,43.0
2065-06-25,31,35229,528,Self-Employed,Bachelor,10,31123,60,Single,3,Mortgage,596,0.30303917009964176,2,1,0.1892530107422077,0,Debt Consolidation,0,20,21,8995,46,47085,22094,2935.75,0.7210176591111237,3,24991,0.272123,0.23833837166855298,892.3461920805195,0.5069730706226754,0,54.0
2065-06-26,45,64857,578,Employed,High School,25,22494,24,Married,2,Rent,169,0.13771242188468402,3,0,0.4179256022332082,0,Debt Consolidation,0,18,20,1006,1075,68028,41503,5404.75,0.8505114888501697,1,26525,0.20849399999999998,0.18153452225704286,1124.6612695371025,0.2393563568226287,1,44.0
2065-06-27,36,25729,596,Unemployed,Master,16,13218,36,Single,1,Own,888,0.367229258588014,3,1,0.22361835499216243,0,Education,0,21,19,312,801,33240,7751,2144.0833333333335,0.6674881709966616,3,25489,0.200218,0.2345936193222456,514.8351468624192,0.6542820071650289,0,57.0
2065-06-28,36,53910,606,Employed,Master,14,26895,24,Married,0,Mortgage,594,0.026603720061325147,1,1,0.10718198403035058,0,Debt Consolidation,0,16,1,15858,3720,19578,22853,4492.5,0.9864727288229909,4,2032,0.198895,0.20275966525981812,1372.471178453474,0.4377231337681634,0,50.0
2065-06-29,32,100124,471,Employed,Associate,11,12676,48,Single,4,Rent,691,0.30345177143557395,2,2,0.2052214913453527,0,Home,0,22,22,6059,2244,224288,49787,8343.666666666666,0.8497010957932044,3,174501,0.272176,0.24481811950487964,416.64452257336944,0.13275272932444201,1,37.6
2065-06-30,48,96159,604,Self-Employed,Associate,23,30919,48,Married,0,Rent,552,0.24225662582930638,5,1,0.12420035274871169,0,Home,0,30,13,1976,560,36538,9810,8013.25,0.7452931504786495,12,26728,0.223919,0.17913520000000002,906.8489928608102,0.1820545961826737,1,39.2
2065-07-01,50,20630,578,Employed,High School,29,7400,60,Single,3,Mortgage,665,0.3056295328976545,3,0,0.2968656492698279,0,Auto,0,25,14,4333,1487,110653,5093,1719.1666666666667,0.6719540993648112,2,105560,0.2234,0.19068690573771607,192.23987887403507,0.49863686604403396,0,50.0
2065-07-02,39,41662,576,Employed,Associate,16,16447,48,Single,4,Mortgage,277,0.22241473405554413,4,3,0.08968645603514055,0,Home,0,17,18,3545,2610,29261,97848,3471.8333333333335,0.5919897012037866,8,2721,0.223447,0.23371870357133878,530.507151155659,0.2325881094010827,0,51.0
2065-07-03,23,28054,552,Employed,Bachelor,1,15570,48,Married,0,Own,222,0.30499441370296126,4,4,0.22887066242098136,0,Auto,0,19,1,4190,1320,50449,16471,2337.8333333333335,0.9062016443767303,4,33978,0.23457,0.21193044478948533,483.7539949220401,0.30188379336509874,0,58.0
2065-07-04,44,102526,590,Employed,Bachelor,24,37871,48,Married,0,Rent,226,0.4442566976159614,1,2,0.33389171845456134,0,Home,0,27,27,2052,1319,174425,67458,8543.833333333334,0.9390310167180788,1,106967,0.23787100000000003,0.19029680000000004,1132.940589013303,0.15905513789828565,1,40.0
2065-07-05,45,46576,607,Employed,Associate,20,42550,48,Divorced,0,Other,679,0.4428775301609603,4,0,0.20953026654167256,0,Education,1,31,26,8716,1157,15283,10023,3881.3333333333335,0.9000912229957191,6,5260,0.23405,0.2804799870449698,1484.12770176267,0.5573156222335975,0,57.0
2065-07-06,37,49146,566,Employed,Associate,13,54581,24,Widowed,1,Rent,1775,0.21254246197827237,2,2,0.23952280419548372,0,Debt Consolidation,0,26,26,6414,723,130217,17170,4095.5,0.7000544012930792,10,113047,0.24658099999999997,0.26025820311911296,2941.238574822095,1.1515660053283103,0,49.0
2065-07-07,62,65049,532,Employed,Associate,38,47950,72,Widowed,1,Own,231,0.2534314554578358,1,0,0.11250528661955078,0,Debt Consolidation,0,25,3,3830,1505,29094,131380,5420.75,0.9469426019158957,6,4192,0.29695,0.30304610122972486,1451.9649487870327,0.3104671768273823,0,53.0
2065-07-08,21,17989,461,Employed,High School,0,24304,36,Married,2,Mortgage,201,0.07052221751949586,4,1,0.39802858437556743,0,Education,0,14,3,2114,4024,28799,61202,1499.0833333333333,0.8549680083016652,2,8042,0.278804,0.2945276866408922,1024.4720148796075,0.8174809149233027,0,58.0
2065-07-09,18,58835,534,Employed,Master,0,29090,48,Single,0,Own,217,0.29474753207468213,1,1,0.2673659022565924,0,Home,1,23,29,2268,1303,43249,3573,4902.916666666667,0.9146043933578321,1,39676,0.25709,0.2394272388940817,947.4665179808786,0.23750485622113607,0,58.0
2065-07-10,31,29749,521,Employed,Bachelor,10,11267,60,Divorced,2,Own,324,0.4323205595328761,2,0,0.044057212272957356,0,Debt Consolidation,0,23,4,5390,665,45164,8878,2479.0833333333335,0.8564840588490158,5,36286,0.255767,0.26384715341143855,339.91016218904304,0.26780469751146313,0,56.0
2065-07-11,48,37059,611,Employed,Associate,25,24683,36,Married,4,Mortgage,291,0.6311842820936411,3,2,0.12038821199181618,0,Debt Consolidation,0,27,11,4461,1212,60183,32954,3088.25,0.8816047689692514,9,27229,0.204183,0.21960946183251298,942.1563403203411,0.3993058658853205,0,50.0
2065-07-12,27,31300,584,Employed,High School,1,10528,48,Single,2,Rent,209,0.05344823270578532,2,0,0.6229443514075119,1,Auto,0,29,26,1038,234,128639,9296,2608.3333333333335,0.7992654418356222,3,119343,0.21352800000000002,0.18564739216655632,312.3754730881055,0.19988836028936952,0,66.0
2065-07-13,28,52839,534,Self-Employed,Master,5,18681,72,Single,0,Rent,369,0.16329480653932016,2,0,0.33136660658058853,0,Auto,0,19,16,476,1003,15611,181910,4403.25,0.8212989690340958,4,5593,0.266681,0.30283365680025376,565.4193178871508,0.2122112798244821,0,56.0
2065-07-14,51,31349,549,Unemployed,Associate,27,35089,60,Single,2,Rent,908,0.39608230992844473,2,0,0.336766505839728,0,Home,0,29,19,830,935,16138,23782,2612.4166666666665,0.871126874068462,5,9347,0.265589,0.22531347946947874,979.7503330550226,0.722606909204768,0,58.0
2065-07-15,45,38617,507,Employed,Bachelor,24,11524,36,Married,4,Rent,480,0.25345841438329464,3,1,0.0635938880811786,0,Home,1,22,7,20715,337,205105,30888,3218.0833333333335,0.8030206840685714,8,174217,0.24302400000000002,0.23936632281401105,451.7360605987352,0.28953136512895417,0,54.0
2065-07-16,44,49895,527,Employed,High School,19,22117,60,Married,4,Mortgage,436,0.49472245764847905,4,3,0.36045880320035906,0,Home,0,18,21,2053,1672,65303,12138,4157.916666666667,0.5879016436172926,3,53165,0.263617,0.21199659787378672,600.8258782936175,0.24936187071897803,0,54.0
2065-07-17,49,110421,601,Employed,High School,27,19379,48,Married,1,Mortgage,450,0.21963743379204895,3,1,0.16477091652598963,0,Debt Consolidation,0,24,9,2301,1410,39777,31751,9201.75,0.6556068120896981,7,8026,0.213879,0.21068432946636334,600.7977269862214,0.11419542228230731,1,37.6
2065-07-18,34,51410,511,Employed,Bachelor,11,29365,60,Married,0,Mortgage,1113,0.12682375330560294,1,1,0.3202559921187552,0,Home,0,20,18,3310,499,108100,12096,4284.166666666667,0.8461616263452928,5,96004,0.27886500000000003,0.3133886623586458,974.3477435827356,0.48722374874524066,0,51.0
2065-07-19,35,73926,483,Unemployed,Associate,13,62400,24,Married,3,Mortgage,268,0.1205122154413076,1,2,0.07572361585331291,0,Auto,0,33,8,1941,1296,24299,11082,6160.5,0.5369643957860432,5,13217,0.2959,0.3334203803481192,3597.202688110792,0.6274170421411885,0,53.0
2065-07-20,49,15000,610,Employed,High School,25,32432,72,Single,0,Mortgage,534,0.378399285390485,2,2,0.19750929198439668,0,Home,1,21,7,982,1549,155923,3892,1250.0,0.8503833817921895,4,152031,0.24243199999999998,0.22762911791073842,829.6416404004935,1.090913312320395,0,52.0
2065-07-21,23,87538,561,Employed,High School,0,23869,36,Married,0,Mortgage,254,0.2791173268181795,1,2,0.4034814790172022,0,Other,0,27,27,3650,10307,158057,131305,7294.833333333333,0.9622802816768096,3,26752,0.228369,0.2583732908340937,959.6296658246814,0.16636838847010646,0,55.0
2065-07-22,18,22137,511,Employed,Associate,0,24459,36,Divorced,3,Mortgage,448,0.16332139307401983,4,1,0.2403309469897664,0,Home,0,24,12,647,1975,315535,16681,1844.75,0.9079924782284522,7,298854,0.25395900000000005,0.2809704271307359,1012.9947530508782,0.7919743884270921,0,47.0
2065-07-23,34,37248,563,Employed,Bachelor,9,29117,24,Married,1,Own,318,0.32861250660417735,4,0,0.18731100440155418,0,Education,0,20,23,2629,1049,86404,46277,3104.0,0.9726792782600714,5,40127,0.22261699999999998,0.2548377715080489,1561.0950178477008,0.6053785495643366,0,51.0
2065-07-24,51,159124,626,Employed,High School,24,32702,48,Married,2,Own,733,0.08374334351207662,5,3,0.26612084968031036,0,Other,0,31,18,2033,872,161470,54361,13260.333333333334,0.7919572430477446,4,107109,0.21470200000000003,0.23894610806018846,1064.2408089557318,0.13553511542865174,1,33.6
2065-07-25,43,60425,538,Employed,Bachelor,21,26300,48,Married,4,Mortgage,551,0.1398036270393903,4,3,0.21136150277305182,0,Education,0,27,15,7819,1897,89768,16110,5035.416666666667,0.8187218591738442,3,73658,0.25229999999999997,0.2438450559747756,863.0283926985156,0.28081656123098364,0,49.0
2065-07-26,50,28058,533,Employed,Associate,28,33956,72,Married,0,Own,428,0.46120275708428815,4,0,0.2566721130336072,0,Home,0,21,17,4475,2244,10142,4946,2338.1666666666665,0.9090862307513168,2,5196,0.282456,0.2673626506267055,951.1854376308589,0.58985762533218,0,55.0
2065-07-27,18,34233,573,Employed,Bachelor,0,32717,60,Married,4,Mortgage,304,0.23497403179566376,2,1,0.0982816214719833,0,Auto,0,30,13,352,6350,10652,12525,2852.75,0.6739473741816101,5,3000,0.251217,0.29425879491738843,1046.9977070261737,0.47357732259264695,0,51.0
2065-07-28,43,15399,522,Employed,High School,20,27746,84,Married,1,Own,788,0.5060453333789445,2,2,0.06739909653895829,0,Auto,0,28,23,4572,805,370629,22027,1283.25,0.5382719556471737,4,348602,0.291746,0.26132333890652415,722.5083495626228,1.1770959279661972,0,47.0
2065-07-29,47,40685,529,Employed,High School,25,30662,36,Married,2,Mortgage,1164,0.19089097613140374,1,2,0.31612203520769944,0,Debt Consolidation,0,18,13,10321,489,143371,13787,3390.4166666666665,0.8147277398166135,3,129584,0.251162,0.2009296,1140.962636527481,0.6798464209986425,0,50.0
2065-07-30,23,35301,469,Employed,Associate,0,18378,108,Divorced,0,Rent,246,0.46514629013455855,1,0,0.12666734788350154,0,Home,0,25,24,4508,3336,406627,8496,2941.75,0.7342459270887524,5,398131,0.328878,0.3145245043093277,513.0739683754583,0.25803483245532705,0,46.0
2065-07-31,50,60000,595,Unemployed,High School,30,11041,12,Widowed,1,Mortgage,539,0.10723225676297161,4,1,0.401027466631853,0,Debt Consolidation,0,24,7,2531,1199,102220,20117,5000.0,0.7003046635926734,5,82103,0.178541,0.17613893982857493,1010.2110911043245,0.30984221822086494,0,57.0
2065-08-01,38,149158,607,Employed,Associate,17,9998,36,Married,0,Mortgage,359,0.2883692050228336,3,1,0.018416106904177745,0,Education,1,26,23,3433,1270,127416,18621,12429.833333333334,0.7465339963075951,6,108795,0.191498,0.20429158543552547,373.7513539630819,0.05895102004288729,1,37.6
2065-08-02,76,34353,648,Employed,Associate,53,44858,48,Married,0,Mortgage,245,0.20926962767781834,6,1,0.3586477424318451,0,Education,0,26,8,5164,306,12522,8955,2862.75,0.5149975177815951,3,3567,0.21585800000000002,0.2422552915363696,1468.0516756466798,0.5983937387640136,0,53.0
2065-08-03,18,77327,623,Employed,Doctorate,0,65357,48,Divorced,0,Other,362,0.10742585633685219,4,2,0.24579141792055678,0,Auto,0,18,13,7296,393,137347,29294,6443.916666666667,0.654104542632211,7,108053,0.24885700000000002,0.25826868984232715,2197.3006890047213,0.39716539201128526,0,44.0
2065-08-04,56,21555,532,Self-Employed,Bachelor,34,11708,12,Married,3,Mortgage,250,0.27761895652223134,5,1,0.3674928414428853,0,Debt Consolidation,0,21,19,12935,3287,267404,10799,1796.25,0.67452885611388,2,256605,0.210708,0.2284759052216268,1100.584579395674,0.751891206344147,0,53.0
2065-08-05,35,46355,586,Employed,High School,13,69546,60,Divorced,0,Rent,139,0.3000183826771006,0,1,0.1700460694123351,0,Education,0,23,16,2088,422,14762,21707,3862.9166666666665,0.8892593992339295,7,8902,0.281546,0.31070765785709337,2296.003907722109,0.6303537243590833,0,51.0
2065-08-06,20,16748,485,Employed,Associate,0,22777,48,Divorced,0,Other,396,0.1640254687315704,1,1,0.6584716270900529,0,Debt Consolidation,1,21,26,1963,730,38386,7526,1395.6666666666667,0.7681702860621438,4,30860,0.275277,0.24110394254742082,743.962768954541,0.8167872717610754,0,65.0
2065-08-07,33,23629,637,Unemployed,Master,9,14354,72,Divorced,0,Mortgage,769,0.42586339699236736,4,1,0.24290070212335163,1,Auto,0,20,10,1113,689,85444,24531,1969.0833333333333,0.5948813171167555,6,60913,0.210854,0.18906757113061273,334.7836442628535,0.560557100645573,0,65.0
2065-08-08,43,273222,632,Employed,Master,24,22375,12,Single,1,Other,990,0.27417893882939304,0,1,0.4421385344179192,0,Debt Consolidation,0,26,14,3518,430,16565,14004,22768.5,0.6774974753667137,1,2561,0.17137500000000003,0.16652007087531245,2037.0130049691654,0.1329474056248398,1,40.800000000000004
2065-08-09,52,246538,665,Employed,Doctorate,31,30780,48,Married,1,Mortgage,485,0.1456070585113801,2,0,0.31026318084970905,0,Home,0,15,27,1121,431,529479,8362,20544.833333333332,0.88434641466868,7,521117,0.19328,0.17808775589398185,901.0897598374364,0.06746658575168629,1,29.6
2065-08-10,60,48916,599,Employed,Master,39,23663,36,Divorced,0,Own,99,0.4275845009959071,5,1,0.31056021690213687,1,Debt Consolidation,0,26,16,10664,1156,166187,4543,4076.3333333333335,0.9619028960961487,2,161644,0.209163,0.2012345633665689,880.891084478715,0.24038541609584962,0,64.0
2065-08-11,57,165521,577,Employed,High School,35,24677,24,Married,3,Mortgage,305,0.1768455404150328,3,1,0.15945467248496958,0,Auto,0,29,10,1096,649,44265,24565,13793.416666666666,0.7925395698278425,8,19700,0.211177,0.21850536190666212,1278.376554179242,0.11479219343860238,1,37.6
2065-08-12,28,39464,572,Employed,High School,8,51693,48,Single,3,Own,391,0.4443646718424768,1,0,0.20506793000680174,0,Auto,0,22,22,34304,1828,177553,30529,3288.6666666666665,0.867744445923218,4,147024,0.260693,0.25509755517341565,1728.7211616765385,0.6445533635748648,0,50.0
2065-08-13,53,25128,536,Employed,Bachelor,30,40850,36,Single,2,Rent,516,0.29662235375266566,2,1,0.24327929876034426,0,Other,0,24,22,29196,3606,53292,11576,2094.0,0.7335288592720937,4,41716,0.25785,0.21579921423811368,1551.2165184228975,0.987209416629846,0,54.0
2065-08-14,44,71070,502,Employed,Bachelor,23,18538,48,Divorced,0,Mortgage,218,0.352057287236345,3,3,0.31804995786747436,0,Auto,0,23,20,2540,559,59908,25205,5922.5,0.6891475909064292,2,34703,0.262538,0.25085721464137517,615.5534872928183,0.140743518327196,1,43.2
2065-08-15,32,72763,565,Employed,High School,8,25873,84,Married,2,Mortgage,332,0.4109501227389909,2,2,0.30083160056220165,0,Auto,0,25,15,4719,348,43896,9273,6063.583333333333,0.795459207839284,8,34623,0.268373,0.28725835604818317,717.7491200281066,0.17312355785684042,0,55.0
2065-08-16,37,67160,547,Employed,High School,15,40908,36,Married,3,Mortgage,516,0.5562817576318064,5,1,0.2369762382165825,0,Auto,0,25,6,1572,2428,324491,60246,5596.666666666667,0.8796393311467932,4,264245,0.25240799999999997,0.2691206828402406,1668.1486932427417,0.3902588492988817,0,49.0
2065-08-17,31,22492,649,Employed,Doctorate,10,17779,48,Widowed,1,Rent,492,0.4202864958599523,2,1,0.22385235418448354,0,Auto,0,23,26,2424,249,16833,36678,1874.3333333333333,0.8064575685911592,2,4850,0.188279,0.1921992261269938,533.6596643984611,0.5472130523200043,0,52.0
2065-08-18,40,28082,648,Employed,Master,15,26109,36,Married,1,Mortgage,390,0.02881884419334324,2,3,0.12141603444500407,0,Other,1,34,12,711,1268,95851,9277,2340.1666666666665,0.9663806742779211,6,86574,0.187109,0.18358457504494924,948.6044459455583,0.5720124404012072,0,52.0
2065-08-19,31,83656,497,Employed,High School,6,24744,72,Married,4,Rent,313,0.23321183651699318,2,0,0.4491638904601826,0,Home,0,22,22,1576,591,91252,19711,6971.333333333333,0.8635967484850154,5,71541,0.29124399999999995,0.2819228619153233,715.8081429847479,0.14757695462150924,0,53.0
2065-08-20,27,21175,548,Employed,High School,4,11985,84,Single,0,Mortgage,297,0.5241522342248361,3,0,0.16953210796003787,0,Home,0,25,28,2115,3841,41390,4005,1764.5833333333333,0.7438437748953951,5,37385,0.262985,0.2347466423743825,291.77083490456374,0.3336599772776749,0,53.0
2065-08-21,45,87199,518,Employed,Master,23,11618,24,Divorced,5,Mortgage,599,0.1612225198856139,4,1,0.3702328432094206,0,Other,0,22,8,2919,243,18645,34791,7266.583333333333,0.804013467524063,9,8675,0.227618,0.22010234817760915,602.7791225626773,0.16538434466854127,1,42.400000000000006
2065-08-22,47,41784,584,Employed,Associate,27,12335,48,Married,0,Mortgage,394,0.2635015085448957,3,0,0.05281430074389593,0,Home,0,26,19,27914,837,187017,17026,3482.0,0.9807011805164099,8,169991,0.21533500000000003,0.22685004112132517,393.2291499667097,0.2260853388761372,1,37.6
2065-08-23,37,20511,589,Employed,Bachelor,12,40440,48,Married,4,Other,835,0.18500819684933426,2,2,0.5193777344139432,0,Other,0,28,1,3110,777,63580,28190,1709.25,0.9126977120041736,2,35390,0.24094000000000002,0.2672257234417805,1380.0187453490453,1.2959009772409216,0,63.0
2065-08-24,56,22429,600,Employed,Associate,32,10817,48,Widowed,0,Mortgage,803,0.269470793403314,2,1,0.22262517085332426,0,Other,0,11,11,1205,370,67429,8970,1869.0833333333333,0.7961198504807728,5,58459,0.205817,0.17797673750735174,316.6068939613489,0.5990138984143826,0,49.0
2065-08-25,36,61567,463,Employed,Bachelor,15,16488,48,Single,2,Rent,248,0.30798877544744985,3,1,0.6448026574614582,0,Auto,0,29,15,7706,316,139303,126870,5130.583333333333,0.9155308646975769,11,12433,0.279988,0.2724395646135333,567.5317675763947,0.15895497930574393,0,58.0
2065-08-26,36,72525,606,Employed,Associate,15,15397,36,Married,3,Rent,195,0.21030614840663747,2,0,0.22133829312630698,0,Other,0,25,26,7710,1054,29082,22671,6043.75,0.8567945360158374,3,6411,0.197397,0.1874562646703283,562.4144877763098,0.1253219421346531,1,39.2
2065-08-27,47,134766,552,Employed,Master,24,44899,24,Single,0,Rent,641,0.5876323551630562,4,2,0.5865715745704029,1,Home,0,21,3,2025,1643,127530,99027,11230.5,0.7621052449888982,6,28503,0.24389899999999998,0.21875282309334673,2326.512897099426,0.2642369348737301,0,72.0
2065-08-28,38,50531,620,Self-Employed,Associate,18,18925,48,Married,3,Rent,682,0.13199625370573556,2,0,0.37859697549136284,0,Other,0,12,7,5368,1890,238823,15034,4210.916666666667,0.964584184846379,1,223789,0.20392500000000002,0.2143933139184992,590.50698016495,0.30219239203616394,0,50.0
2065-08-29,41,45915,591,Employed,Bachelor,20,15661,24,Single,2,Own,891,0.13082431935727326,6,1,0.43495504795252676,0,Home,0,25,7,4263,1141,7255,20891,3826.25,0.9325873572743494,8,2226,0.195161,0.2228853310222058,814.6969781760816,0.4457881680956764,0,57.0
2065-08-30,18,137075,509,Employed,Bachelor,0,16469,24,Married,3,Own,673,0.169563696556362,1,0,0.01716415410755858,0,Debt Consolidation,0,19,8,4779,2589,56148,17181,11422.916666666666,0.8715933252831167,0,38967,0.236969,0.20753887989534142,844.2807615041563,0.1328277887145714,1,38.400000000000006
2065-08-31,40,29784,570,Employed,Bachelor,20,24221,60,Single,4,Rent,1077,0.18473492874283667,4,2,0.4342217123973825,0,Debt Consolidation,0,30,17,1223,1288,81241,5231,2482.0,0.7053837297206786,8,76010,0.24422100000000002,0.24634687232162253,705.7403663242476,0.7182676737809217,0,55.0
2065-09-01,18,31459,587,Employed,Associate,0,7566,72,Married,1,Mortgage,307,0.38911130877482897,3,0,0.3371134302044762,0,Education,0,21,25,695,435,23222,13227,2621.5833333333335,0.7314720792086393,10,9995,0.229066,0.2426525094831269,200.4088497257811,0.19355053233444716,0,55.0
2065-09-02,25,65021,578,Employed,Bachelor,1,15262,36,Single,1,Other,420,0.1607444336460565,1,0,0.7102056441260547,0,Education,0,21,25,3193,1956,21092,5115,5418.416666666667,0.8667098400774458,3,15977,0.211262,0.20566788297920377,571.6077828742118,0.18300692690808418,1,45.6
2065-09-03,23,25578,602,Employed,High School,4,25898,48,Married,2,Own,370,0.22441781621666512,2,0,0.5175991030528032,0,Auto,0,24,25,1789,489,115305,63937,2131.5,0.7881532577267368,1,51368,0.219898,0.18252743672074023,764.1783463608093,0.5321033761955475,0,55.0
2065-09-04,27,63040,569,Employed,Master,4,15642,60,Married,0,Rent,1148,0.5517447889806644,2,3,0.3088621336640575,0,Home,0,22,14,1503,3023,114915,12397,5253.333333333333,0.9604265642961187,3,102518,0.23614200000000002,0.23007202643803057,441.02008090591255,0.30247844179681077,0,51.0
2065-09-05,33,41800,501,Self-Employed,High School,10,30810,24,Married,0,Mortgage,398,0.2900543973718463,3,0,0.07693862885013096,0,Auto,0,21,22,1988,1063,241292,38628,3483.3333333333335,0.912242073087215,5,202664,0.25531,0.2784599089701838,1688.6976442781265,0.5990519552951559,0,50.0
2065-09-06,34,111311,495,Self-Employed,Master,10,26069,48,Divorced,3,Mortgage,536,0.33672575009661754,0,1,0.137712212649757,0,Home,0,20,16,1165,888,36651,2188,9275.916666666666,0.45649372977874597,5,34463,0.273569,0.3130639407812524,958.5510790367946,0.16112165867202285,0,52.0
2065-09-07,47,42882,542,Employed,Bachelor,24,8752,60,Single,0,Mortgage,222,0.4923984881213106,5,3,0.40941876618873096,0,Debt Consolidation,0,20,19,981,953,35905,27187,3573.5,0.7277708210787011,5,8718,0.24275200000000002,0.2718626911719229,268.22040941849656,0.1371821489907644,0,58.0
2065-09-08,42,34945,593,Employed,Associate,20,5236,36,Divorced,3,Mortgage,258,0.49608644482630354,2,0,0.11873163214518588,0,Auto,0,26,17,1443,490,191093,4304,2912.0833333333335,0.7061849912418712,3,186789,0.193736,0.1842672667679698,190.41668320364923,0.15398483898823265,1,38.400000000000006
2065-09-09,18,148057,543,Employed,Associate,0,42654,60,Married,2,Rent,365,0.18988279152305848,2,1,0.3209318641334719,0,Other,0,37,26,1439,345,111435,14139,12338.083333333334,0.794427253616693,2,97296,0.276154,0.2821762617199983,1333.6729656386487,0.1376772161239508,1,39.2
2065-09-10,40,85369,610,Employed,Doctorate,16,13435,72,Single,0,Own,167,0.24699372766965097,2,0,0.04584451728161052,0,Auto,0,32,9,4337,1460,35678,14565,7114.083333333333,0.9078841419654005,2,21113,0.223435,0.23720064016004816,351.42137382681545,0.0728725472469138,1,37.6
2065-09-11,43,92007,592,Employed,High School,20,25768,12,Single,0,Mortgage,356,0.40587033719574483,0,0,0.44151678187795573,0,Auto,0,21,22,10058,313,320258,40942,7667.25,0.6875613324134238,3,279316,0.194768,0.2294187889047219,2423.4359199389096,0.36250753789675694,1,40.0
2065-09-12,36,99576,606,Employed,Bachelor,14,30546,60,Single,3,Own,483,0.3685301855190749,3,2,0.3008159715759234,0,Home,0,24,28,4197,284,82878,9122,8298.0,0.86927212446932,6,73756,0.23254599999999997,0.18891575651605874,790.5588377565093,0.1534778064300445,1,38.400000000000006
